Sample_ID,Output_Name,Feature,Feature_Value,SHAP_Value
45,XMEAS(12),XMEAS(5),0.5261429560888436,-0.006722889250733164
46,XMEAS(12),XMEAS(1),0.250418038149565,0.0
46,XMEAS(12),XMEAS(2),0.5800588429217041,0.007004649100748459
46,XMEAS(12),XMEAS(3),0.5099535907657293,0.009354720187318307
46,XMEAS(12),XMEAS(5),0.5262975383370984,-0.01620460851011648
47,XMEAS(12),XMEAS(1),0.2508814372792045,-0.004247310825155631
47,XMEAS(12),XMEAS(2),0.580039405286466,0.004534917418126563
47,XMEAS(12),XMEAS(3),0.5113322374241135,-0.004168800939218608
47,XMEAS(12),XMEAS(5),0.5276524994095364,-0.0007457678982629708
48,XMEAS(12),XMEAS(1),0.2508152375316656,-0.002071048905382742
48,XMEAS(12),XMEAS(2),0.5786561724199875,-0.002824976092029572
48,XMEAS(12),XMEAS(3),0.5122398666115945,-0.006019972724110286
48,XMEAS(12),XMEAS(5),0.5266268159155532,-0.003274231753975595
49,XMEAS(12),XMEAS(1),0.2506346170967982,0.027069244179422663
49,XMEAS(12),XMEAS(2),0.5759378264441724,-0.02334635795938056
49,XMEAS(12),XMEAS(3),0.512768166964605,-0.009046056189772661
49,XMEAS(12),XMEAS(5),0.5248237561461178,-0.013846699751205269
